股票代码,股票名称,变动日期,变动人,变动股数,成交均价,变动后持股数,与董监高关系,董监高职务
SH603920,世运电路,2026-01-20,尹嘉亮,-26400,59.02,80090.0,本人,高级管理人员
SH603225,新凤鸣,2026-01-20,许纪忠,-60000,21.87,10975979.0,本人,高级管理人员
SH603188,亚邦股份,2026-01-20,单波,57900,4.86,57900.0,本人,高级管理人员
SH603098,森特股份,2026-01-20,刘爱森,100000,14.71,136452581.0,本人,董事
SH601717,中创智领,2026-01-20,焦承尧,-620300,25.08,3606664.0,本人,董事
SH601717,中创智领,2026-01-20,付奇,-158700,25.16,477000.0,本人,高级管理人员
SH601598,中国外运,2026-01-20,王笃鹏,-20000,5.9,365634.0,本人,高级管理人员
SH601598,中国外运,2026-01-20,李世础,-30000,5.89,354434.0,本人,高级管理人员
SH601231,环旭电子,2026-01-20,林大毅,1000,30.32,195900.0,本人,高级管理人员
SH600400,红豆股份,2026-01-20,周海江,-8392700,2.39,45442991.0,本人,董事
SZ003030,祖名股份,2026-01-19,蔡祖明,-100000,21.25,29418600.0,本人,董事
SZ003008,开普检测,2026-01-19,李亚萍,-149100,23.48,10802100.0,本人,董事、高管
SZ002975,博杰股份,2026-01-19,陈均,-60000,83.68,5966400.0,本人,董事、高管
SZ002973,侨银股份,2026-01-19,郭倍华,-2250000,12.46,114075000.0,本人,董秘、董事
SZ002785,万里石,2026-01-19,邹鹏,-275000,39.05,11906200.0,本人,董事、高管
SZ002785,万里石,2026-01-19,邹鹏,-258200,34.36,11906200.0,本人,董事、高管
SZ002624,完美世界,2026-01-19,池宇峰,-1460000,18.51,124989800.0,本人,董事
SZ002624,完美世界,2026-01-19,池宇峰,-1000000,18.27,124989800.0,本人,董事
SZ002596,海南瑞泽,2026-01-19,陈宏哲,-60300,4.54,181100.0,本人,董事、高管
SZ002407,多氟多,2026-01-19,李凌云,-520000,32.23,8712900.0,本人,董事
SZ001268,联合精密,2026-01-19,何桂景,-395500,35.65,19931900.0,本人,董事
SZ001268,联合精密,2026-01-19,何俊桦,-210000,31.91,22891400.0,本人,董事、高管
SZ001203,大中矿业,2026-01-19,林圃生,5580200,24.48,48491400.0,本人,董事、高管
SH605222,起帆电缆,2026-01-19,周供华,-580000,18.06,80784200.0,本人,董事、高级管理人员
SH603225,新凤鸣,2026-01-19,许纪忠,-50000,21.46,11035979.0,本人,高级管理人员
SH603098,森特股份,2026-01-19,刘爱森,20000,14.6,136352581.0,本人,董事
SH601226,华电科工,2026-01-19,白建明,-7000,9.1,44700.0,,
SH601218,吉鑫科技,2026-01-19,杨扬,-6600,5.38,73758.0,本人,高级管理人员
SH601128,常熟银行,2026-01-19,程鹏飞,20000,7.06,20000.0,本人,高级管理人员
SH600814,杭州解百,2026-01-19,毕铃,-145000,8.59,1125000.0,本人,董事
SH600400,红豆股份,2026-01-19,周海江,-4227800,2.4,53835691.0,本人,董事
SZ003030,祖名股份,2026-01-16,蔡祖明,-90000,21.02,29518600.0,本人,董事
SZ003026,中晶科技,2026-01-16,郭兵健,-100100,32.88,2744900.0,本人,董事、高管
SZ003008,开普检测,2026-01-16,李亚萍,-50000,23.14,10951200.0,本人,董事、高管
SZ002975,博杰股份,2026-01-16,陈均,-469700,80.63,6026400.0,本人,董事、高管
SZ002923,润都股份,2026-01-16,由春燕,-25000,13.96,387700.0,本人,董事、高管
SZ002862,实丰文化,2026-01-16,蔡俊权,-115100,20.34,52192500.0,本人,董事、高管
SZ002785,万里石,2026-01-16,邹鹏,-340000,37.61,12439400.0,本人,董事、高管
SZ002624,完美世界,2026-01-16,池宇峰,-870000,18.47,127449800.0,本人,董事
SZ002414,高德红外,2026-01-16,黄立,-5446100,16.4,1109195900.0,本人,董事
SZ002407,多氟多,2026-01-16,李凌云,-10000,32.15,9232900.0,本人,董事
SZ002144,宏达高科,2026-01-16,顾伟锋,-20000,13.1,690000.0,本人,董事、高管
SZ001268,联合精密,2026-01-16,何桂景,-165000,35.42,20327400.0,本人,董事
SZ001268,联合精密,2026-01-16,何俊桦,-115600,32.34,23101400.0,本人,董事、高管
SZ001203,大中矿业,2026-01-16,林圃生,250600,27.15,42911200.0,本人,董事、高管
SH605222,起帆电缆,2026-01-16,周供华,-830000,18.12,81364200.0,本人,董事、高级管理人员
SH603355,莱克电气,2026-01-16,张玉清,-2500,36.41,313500.0,本人,董事
SH603098,森特股份,2026-01-16,刘爱森,93800,14.28,136332581.0,本人,董事
SH603012,创力集团,2026-01-16,耿卫东,-150000,7.55,16838056.0,本人,董事、高级管理人员
SH603007,*ST花王,2026-01-16,舒琴,350000,2.76,350000.0,,
SH603007,*ST花王,2026-01-16,罗贤辉,500000,2.76,500000.0,本人,高级管理人员
SH603007,*ST花王,2026-01-16,祝小林,500000,2.76,500000.0,本人,董事、高级管理人员
SH603007,*ST花王,2026-01-16,王莉莎,250000,2.76,250000.0,,
SH603007,*ST花王,2026-01-16,朱会俊,200000,2.76,200000.0,本人,高级管理人员
SH603007,*ST花王,2026-01-16,刘建哲,2000000,2.76,2000000.0,本人,董事、高级管理人员
SH603007,*ST花王,2026-01-16,余雅俊,2000000,2.76,2000000.0,本人,董事
SH603007,*ST花王,2026-01-16,何祖洪,750000,2.76,750000.0,本人,董事、高级管理人员
SH601218,吉鑫科技,2026-01-16,杨扬,-2000,5.29,80358.0,本人,高级管理人员
SZ003008,开普检测,2026-01-15,李亚萍,-10000,22.65,11001200.0,本人,董事、高管
SZ002973,侨银股份,2026-01-15,郭倍华,-316000,12.88,116325000.0,本人,董秘、董事
SZ002862,实丰文化,2026-01-15,蔡俊权,-40900,20.43,52307600.0,本人,董事、高管
SZ002806,华锋股份,2026-01-15,林程,-216500,12.5,7000000.0,本人,董事、高管
SZ002785,万里石,2026-01-15,邹鹏,-50000,37.37,12779400.0,本人,董事、高管
SZ002624,完美世界,2026-01-15,池宇峰,-180000,18.7,128319800.0,本人,董事
SZ002414,高德红外,2026-01-15,黄立,-118700,16.63,1114642000.0,本人,董事
SZ001268,联合精密,2026-01-15,何俊桦,-126000,31.77,23217000.0,本人,董事、高管
SZ001203,大中矿业,2026-01-15,林圃生,9500000,26.17,42660600.0,本人,董事、高管
SH605222,起帆电缆,2026-01-15,周供华,-100000,20.15,82194200.0,本人,董事、高级管理人员
SH605020,永和股份,2026-01-15,陈文亮,18720,8.45,141514.0,本人,董事、高级管理人员
SH605020,永和股份,2026-01-15,谢东颖,32730,8.45,153894.0,本人,高级管理人员
SH605020,永和股份,2026-01-15,程文霞,19700,8.45,159073.0,本人,高级管理人员
SH605020,永和股份,2026-01-15,姜根法,21900,8.45,103568.0,本人,高级管理人员
SH605020,永和股份,2026-01-15,余锋,26250,8.45,2056250.0,本人,董事
SH603225,新凤鸣,2026-01-15,许纪忠,-40000,21.9,11085979.0,本人,高级管理人员
SH603225,新凤鸣,2026-01-15,杨剑飞,-60000,21.94,10919022.0,本人,董事
SH603098,森特股份,2026-01-15,刘爱森,190000,14.33,136238781.0,本人,董事
SH603012,创力集团,2026-01-15,耿卫东,-150000,7.13,16988056.0,本人,董事、高级管理人员
SH601128,常熟银行,2026-01-15,陆鼎昌,100000,6.96,221000.0,本人,高级管理人员
SH601128,常熟银行,2026-01-15,干晴,20000,6.96,144751.0,本人,高级管理人员
SH600919,江苏银行,2026-01-15,袁军,11600,10.12,33300.0,本人,董事、高级管理人员
SH600718,东软集团,2026-01-15,刘积仁,70000,7.95,5186189.0,本人,董事
SZ003043,华亚智能,2026-01-14,蒯海波,-100000,51.78,1859100.0,本人,董事、高管
SZ002973,侨银股份,2026-01-14,郭倍华,-1248500,12.79,116641000.0,本人,董秘、董事
SZ002942,新农股份,2026-01-14,王湛钦,-3000,20.5,2564000.0,本人,董事、高管
SZ002867,周大生,2026-01-14,许金卓,-6500,12.53,379700.0,本人,高管
SZ002862,实丰文化,2026-01-14,蔡俊权,-53100,21.4,52348500.0,本人,董事、高管
SZ002785,万里石,2026-01-14,邹鹏,-300000,37.39,12829400.0,本人,董事、高管
SZ002624,完美世界,2026-01-14,池宇峰,-920000,18.9,128499800.0,本人,董事
SZ002536,飞龙股份,2026-01-14,孙定文,10000,28.23,1444300.0,本人,高管
SZ002533,金杯电工,2026-01-14,周祖勤,-1506200,12.77,34730800.0,本人,董事、高管
SZ002414,高德红外,2026-01-14,黄立,-900600,16.6,1114760700.0,本人,董事
SZ001914,招商积余,2026-01-14,邹平学,500,10.99,500.0,本人,独立董事
SZ001268,联合精密,2026-01-14,何桂景,-188600,35.66,20492400.0,本人,董事
SH605222,起帆电缆,2026-01-14,周供华,-1785000,17.74,82294200.0,本人,董事、高级管理人员
SH603355,莱克电气,2026-01-14,张玉清,-1000,35.99,316000.0,本人,董事
SH603315,福鞍股份,2026-01-14,穆建华,-70000,15.01,1188700.0,本人,董事
SH603225,新凤鸣,2026-01-14,许纪忠,-195000,21.18,11125979.0,本人,高级管理人员
SH603225,新凤鸣,2026-01-14,杨剑飞,-160000,21.37,10979022.0,本人,董事
SH603098,森特股份,2026-01-14,刘爱森,110000,14.43,136048781.0,本人,董事
SH603057,紫燕食品,2026-01-14,叶豪英,-2700,30.0,8300.0,,
SH603012,创力集团,2026-01-14,耿卫东,-621000,7.14,17138056.0,本人,董事、高级管理人员
SH603012,创力集团,2026-01-14,张世洪,-420000,7.05,1260000.0,本人,董事、高级管理人员
SH600919,江苏银行,2026-01-14,梁斌,1000,10.24,26600.0,本人,高级管理人员
SH600761,安徽合力,2026-01-14,李永凯,900,21.71,900.0,,
SH600571,信雅达,2026-01-14,陈宇,-10000,18.19,73200.0,本人,高级管理人员
SH600571,信雅达,2026-01-14,李峰,-60000,17.8,566900.0,本人,董事
SH600571,信雅达,2026-01-14,李亚男,-32800,18.6,98500.0,,
SH600571,信雅达,2026-01-14,朱宝文,-300000,17.99,2664000.0,本人,董事
SZ003043,华亚智能,2026-01-13,蒯海波,-322000,48.6,1959100.0,本人,董事、高管
SZ002975,博杰股份,2026-01-13,陈均,-243300,78.46,6496100.0,本人,董事、高管
SZ002910,庄园牧场,2026-01-13,马红富,-447900,11.06,29331000.0,本人,董事
SZ002907,华森制药,2026-01-13,游洪涛,-1200600,14.0,66456000.0,本人,董事、高管
SZ002867,周大生,2026-01-13,许金卓,-30000,12.56,386200.0,本人,高管
SZ002862,实丰文化,2026-01-13,蔡俊权,-69100,21.16,52401600.0,本人,董事、高管
SZ002785,万里石,2026-01-13,邹鹏,-238900,37.26,13129400.0,本人,董事、高管
SZ002624,完美世界,2026-01-13,池宇峰,-1090000,18.67,129419800.0,本人,董事
SZ002414,高德红外,2026-01-13,黄立,-1214600,16.41,1115661400.0,本人,董事
SZ002365,永安药业,2026-01-13,李少波,-2000,16.0,37500.0,本人,高管
SZ002144,宏达高科,2026-01-13,顾伟锋,-20000,13.1,710000.0,本人,董事、高管
SZ002065,东华软件,2026-01-13,薛向东,-602800,10.3,328355200.0,本人,董事
SZ000710,贝瑞基因,2026-01-13,高扬,0,14.45,21383000.0,本人,董事、高管
SH605588,冠石科技,2026-01-13,胡江,-6000,22.6,6000.0,本人,董事
SH605588,冠石科技,2026-01-13,潘心月,-10000,22.6,10000.0,本人,高级管理人员
SH605222,起帆电缆,2026-01-13,周供华,-380000,18.24,84079200.0,本人,董事、高级管理人员
SH603758,秦安股份,2026-01-13,YUANMING TANG,-21939900,13.8,262213169.0,本人,董事
SH603500,祥和实业,2026-01-13,朱世岳,-9400,12.73,28400.0,,
SH603258,电魂网络,2026-01-13,胡玉彪,-100000,20.62,17700000.0,本人,董事、高级管理人员
SH603258,电魂网络,2026-01-13,余晓亮,-355500,18.26,12194813.0,本人,董事
SH603043,广州酒家,2026-01-13,卢加,48000,8.25,94667.0,本人,高级管理人员
SH603012,创力集团,2026-01-13,耿卫东,-229000,7.08,17759056.0,本人,董事、高级管理人员
SH601226,华电科工,2026-01-13,牛文献,-7800,9.0,23550.0,,
SH601218,吉鑫科技,2026-01-13,杨扬,-200,5.26,82358.0,本人,高级管理人员
SH600875,东方电气,2026-01-13,王军,-500,25.57,19000.0,本人,高级管理人员
SH600571,信雅达,2026-01-13,李峰,-20000,17.59,626900.0,本人,董事
SH600183,生益科技,2026-01-13,陈仁喜,-250800,65.97,2295450.0,本人,董事
SZ003030,祖名股份,2026-01-12,蔡祖明,-53700,20.16,29608600.0,本人,董事
SZ002973,侨银股份,2026-01-12,郭倍华,-400000,12.73,117889500.0,本人,董秘、董事
SZ002952,亚世光电,2026-01-12,边瑞群,-569700,19.08,16280000.0,本人,董秘、董事、高管
SZ002952,亚世光电,2026-01-12,边瑞群,-35900,21.75,16280000.0,本人,董秘、董事、高管
SZ002910,庄园牧场,2026-01-12,马红富,-482700,10.36,29778900.0,本人,董事
SZ002862,实丰文化,2026-01-12,蔡俊权,-90200,21.61,52470700.0,本人,董事、高管
SZ002785,万里石,2026-01-12,邹鹏,-158000,37.13,13368300.0,本人,董事、高管
SZ002624,完美世界,2026-01-12,池宇峰,-1680000,18.38,130509800.0,本人,董事
SZ002624,完美世界,2026-01-12,池宇峰,-1500000,18.4,130509800.0,本人,董事
SZ002532,天山铝业,2026-01-12,曾超林,-2596200,17.74,279112200.0,本人,董事、高管
SZ002532,天山铝业,2026-01-12,曾超懿,-2600000,17.74,370829000.0,本人,董事
SZ002414,高德红外,2026-01-12,黄立,-17263800,16.75,1116876000.0,本人,董事
SZ002315,焦点科技,2026-01-12,黄良发,-390000,58.6,4090000.0,本人,董事、高管
SZ002315,焦点科技,2026-01-12,沈锦华,-2353300,57.23,144092400.0,本人,董事、高管
SZ002065,东华软件,2026-01-12,薛向东,-678000,10.1,328958000.0,本人,董事
SZ000710,贝瑞基因,2026-01-12,高扬,-200,12.93,21383000.0,本人,董事、高管
SH605222,起帆电缆,2026-01-12,周供华,-930000,17.7,84459200.0,本人,董事、高级管理人员
SH605020,永和股份,2026-01-12,徐水土,26250,8.45,5752087.0,本人,董事
SH603990,麦迪科技,2026-01-12,翁康,-2726300,14.57,15654103.0,本人,董事、高级管理人员
SH603258,电魂网络,2026-01-12,胡玉彪,-200000,20.04,17800000.0,本人,董事
SH603258,电魂网络,2026-01-12,张济亮,-100,20.03,67700.0,本人,高级管理人员
SH603098,森特股份,2026-01-12,刘爱森,223300,14.09,135938781.0,本人,董事
SH601611,中国核建,2026-01-12,高金柱,-5000,19.8,75400.0,,
SH601218,吉鑫科技,2026-01-12,杨扬,-2500,5.35,82558.0,本人,高级管理人员
SH600718,东软集团,2026-01-12,刘积仁,70000,7.95,5116189.0,本人,董事
SH600571,信雅达,2026-01-12,陈宇,-10000,17.36,83200.0,本人,高级管理人员
SZ003030,祖名股份,2026-01-09,蔡祖明,-50000,20.02,29662300.0,本人,董事
SZ002975,博杰股份,2026-01-09,陈均,-51200,79.88,6739400.0,本人,董事、高管
SZ002947,恒铭达,2026-01-09,黄蓉,100,50.36,2000.0,本人,董事
SZ002785,万里石,2026-01-09,邹鹏,-295200,36.82,13526300.0,本人,董事、高管
SZ002696,百洋股份,2026-01-09,杨思华,-246000,7.42,1218400.0,本人,高管
SZ002624,完美世界,2026-01-09,池宇峰,-2000000,17.4,133689800.0,本人,董事
SZ002624,完美世界,2026-01-09,池宇峰,-1670000,17.46,133689800.0,本人,董事
SZ002546,新联电子,2026-01-09,刘文娟,6300,7.1,26300.0,本人,董事、高管
SZ002532,天山铝业,2026-01-09,曾超林,-4403800,17.85,281708400.0,本人,董事、高管
SZ002532,天山铝业,2026-01-09,曾超懿,-4300000,17.85,373429000.0,本人,董事
SZ002518,科士达,2026-01-09,李春英,-424000,51.82,1272300.0,本人,董事
SZ002414,高德红外,2026-01-09,黄立,-30700,16.4,1134139800.0,本人,董事
SZ002315,焦点科技,2026-01-09,沈锦华,-801500,53.2,146445800.0,本人,董事、高管
SZ002148,北纬科技,2026-01-09,许建国,-4070800,9.17,15212400.0,本人,董事
SZ002065,东华软件,2026-01-09,薛向东,-1385900,9.74,329636000.0,本人,董事
SZ001339,智微智能,2026-01-09,郭旭辉,-46200,48.05,68700000.0,本人,董事
SZ001207,联科科技,2026-01-09,张友伟,500,24.45,559400.0,本人,高管
SZ000710,贝瑞基因,2026-01-09,高扬,-7300,12.56,21383300.0,本人,董事、高管
SH605222,起帆电缆,2026-01-09,周供华,-920000,17.75,85389200.0,本人,董事、高级管理人员
SH603633,徕木股份,2026-01-09,方培喜,-421800,10.36,4357448.0,本人,董事、高级管理人员
SH603258,电魂网络,2026-01-09,胡玉彪,-350000,19.09,18000000.0,本人,董事
SH603258,电魂网络,2026-01-09,余晓亮,-511400,19.23,12550313.0,本人,董事
SH603098,森特股份,2026-01-09,刘爱森,70000,13.99,135715481.0,本人,董事
SH601611,中国核建,2026-01-09,韩乃山,-25000,18.1,75800.0,,
SH601218,吉鑫科技,2026-01-09,杨扬,-500,5.36,85058.0,本人,高级管理人员
SH600875,东方电气,2026-01-09,王军,-500,26.4,19500.0,本人,高级管理人员
SH600629,华建集团,2026-01-09,周静瑜,-20000,24.59,870560.0,本人,高级管理人员
SH600571,信雅达,2026-01-09,李峰,-50000,16.5,646900.0,本人,董事
SZ003030,祖名股份,2026-01-08,蔡祖明,-33100,20.0,29712300.0,本人,董事
SZ003026,中晶科技,2026-01-08,郭兵健,-95000,32.19,2845000.0,本人,董事、高管
SZ002975,博杰股份,2026-01-08,陈均,-70000,82.9,6790600.0,本人,董事、高管
SZ002952,亚世光电,2026-01-08,边瑞群,-57800,21.12,16885600.0,本人,董秘、董事、高管
SZ002952,亚世光电,2026-01-08,边瑞群,-111000,18.67,16885600.0,本人,董秘、董事、高管
SZ002907,华森制药,2026-01-08,游洪涛,-152800,13.75,67656700.0,本人,董事、高管
SZ002785,万里石,2026-01-08,邹鹏,-53200,35.77,13821500.0,本人,董事、高管
SZ002624,完美世界,2026-01-08,池宇峰,-3000000,16.84,137359800.0,本人,董事
SZ002624,完美世界,2026-01-08,池宇峰,-1620000,17.01,137359800.0,本人,董事
SZ002532,天山铝业,2026-01-08,曾超林,-563400,17.86,286112200.0,本人,董事、高管
SZ002532,天山铝业,2026-01-08,曾超懿,-663400,17.83,377729000.0,本人,董事
SZ002421,达实智能,2026-01-08,刘磅,-1650800,2.93,91242900.0,本人,董事
SZ002414,高德红外,2026-01-08,黄立,-247500,16.44,1134170500.0,本人,董事
SZ002365,永安药业,2026-01-08,李少波,-5000,15.7,39500.0,本人,高管
SZ002148,北纬科技,2026-01-08,许建国,-800000,9.13,19283300.0,本人,董事
SZ002065,东华软件,2026-01-08,薛向东,-2869800,9.55,331021900.0,本人,董事
SZ001339,智微智能,2026-01-08,郭旭辉,-100000,48.12,68746200.0,本人,董事
SZ000710,贝瑞基因,2026-01-08,高扬,-244000,11.87,21390600.0,本人,董事、高管
SH605222,起帆电缆,2026-01-08,周供华,-680000,17.64,86309200.0,本人,董事、高级管理人员
SH603980,吉华集团,2026-01-08,杨泉明,-30000,5.1,6034329.0,本人,董事
SH603633,徕木股份,2026-01-08,方培喜,-613700,10.34,4779248.0,本人,董事、高级管理人员
SH603315,福鞍股份,2026-01-08,穆建华,-30000,15.77,1258700.0,本人,董事
SH603266,天龙股份,2026-01-08,沈朝晖,-20000,22.5,1241000.0,本人,董事
SH603258,电魂网络,2026-01-08,胡玉彪,-300000,19.01,18350000.0,本人,董事、高级管理人员
SH603098,森特股份,2026-01-08,刘爱森,10000,14.08,135645481.0,本人,董事
SH603020,爱普股份,2026-01-08,魏中浩,-29000000,9.0,88014266.0,本人,董事
SH601611,中国核建,2026-01-08,高金柱,-20000,16.93,80400.0,,
SH601226,华电科工,2026-01-08,郭树旺,-19800,8.41,59400.0,,
SH601218,吉鑫科技,2026-01-08,杨扬,-1900,5.28,85558.0,本人,高级管理人员
SH600875,东方电气,2026-01-08,王军,-1000,26.13,20000.0,本人,高级管理人员
SH600718,东软集团,2026-01-08,刘积仁,100000,7.95,5046189.0,本人,董事
SH600629,华建集团,2026-01-08,过震文,-20000,24.98,545727.0,本人,高级管理人员
SH600629,华建集团,2026-01-08,周静瑜,-30000,24.97,890560.0,本人,高级管理人员
SZ003026,中晶科技,2026-01-07,郭兵健,-60000,32.03,2940000.0,本人,董事、高管
